,config,data
155,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16080.0
156,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",10004.0
157,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35740.0
158,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27152.0
159,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16792.0
160,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",19544.0
161,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15660.0
162,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24836.0
163,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",31900.0
164,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14316.0
165,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27008.0
166,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7840.0
167,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13536.0
168,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35608.0
169,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7920.0
170,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14584.0
171,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32668.0
172,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33128.0
173,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27432.0
174,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28320.0
175,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24704.0
176,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20948.0
177,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16372.0
178,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29568.0
179,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36788.0
180,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",38256.0
181,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13372.0
182,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36260.0
183,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17548.0
184,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27416.0
185,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",10420.0
186,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25600.0
187,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16300.0
188,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16392.0
189,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16068.0
190,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",54896.0
191,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32444.0
192,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27240.0
193,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36124.0
194,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12832.0
195,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14184.0
196,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33912.0
197,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7920.0
198,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28596.0
199,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32432.0
200,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32276.0
201,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36156.0
202,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14660.0
203,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",37948.0
204,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27752.0
205,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",11224.0
206,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12100.0
207,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7096.0
208,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",31816.0
209,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7596.0
210,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16700.0
211,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7088.0
212,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28936.0
213,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18184.0
214,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16536.0
215,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28432.0
216,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17540.0
217,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27928.0
218,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25036.0
219,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27564.0
220,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",23932.0
221,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16468.0
222,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12468.0
223,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20364.0
224,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17048.0
225,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29480.0
226,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",9816.0
227,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25124.0
228,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16372.0
229,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15408.0
230,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27468.0
231,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25856.0
232,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32428.0
233,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32228.0
234,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24812.0
235,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17524.0
236,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27508.0
237,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16520.0
238,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29204.0
239,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27160.0
240,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32248.0
241,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",61716.0
242,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16904.0
243,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18080.0
244,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16152.0
245,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17620.0
246,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32608.0
247,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12560.0
248,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",26704.0
249,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16296.0
250,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18020.0
251,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36356.0
252,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20140.0
253,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12296.0
254,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32184.0
255,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13892.0
256,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13024.0
257,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",26788.0
258,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16096.0
259,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12588.0
260,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27008.0
261,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",23268.0
262,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32176.0
263,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36636.0
264,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",30996.0
265,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13112.0
266,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27608.0
267,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36244.0
268,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",6564.0
269,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18640.0
270,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13444.0
271,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",26740.0
272,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17532.0
273,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16464.0
274,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17116.0
275,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",67864.0
276,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",61020.0
277,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16548.0
278,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18248.0
279,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",9196.0
280,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35292.0
281,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15704.0
282,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16436.0
283,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7384.0
284,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25428.0
285,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34868.0
286,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",37140.0
287,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13648.0
288,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16016.0
289,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36196.0
290,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13396.0
291,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",30804.0
292,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27316.0
293,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16556.0
294,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12100.0
295,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16536.0
296,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16388.0
297,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28192.0
298,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16020.0
299,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",51484.0
0,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14544.0
1,"['weighted', 'monoton', 'uniform', 'empty', 'random']",23928.0
2,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27352.0
3,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15444.0
4,"['weighted', 'monoton', 'uniform', 'empty', 'random']",23628.0
5,"['weighted', 'monoton', 'uniform', 'empty', 'random']",58564.0
6,"['weighted', 'monoton', 'uniform', 'empty', 'random']",20192.0
7,"['weighted', 'monoton', 'uniform', 'empty', 'random']",24680.0
8,"['weighted', 'monoton', 'uniform', 'empty', 'random']",23160.0
9,"['weighted', 'monoton', 'uniform', 'empty', 'random']",6460.0
10,"['weighted', 'monoton', 'uniform', 'empty', 'random']",8044.0
11,"['weighted', 'monoton', 'uniform', 'empty', 'random']",20316.0
12,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18012.0
13,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18172.0
14,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7016.0
15,"['weighted', 'monoton', 'uniform', 'empty', 'random']",51800.0
16,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16344.0
17,"['weighted', 'monoton', 'uniform', 'empty', 'random']",29644.0
18,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16456.0
19,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34392.0
20,"['weighted', 'monoton', 'uniform', 'empty', 'random']",19424.0
21,"['weighted', 'monoton', 'uniform', 'empty', 'random']",29052.0
22,"['weighted', 'monoton', 'uniform', 'empty', 'random']",57216.0
23,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17528.0
24,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17236.0
25,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7808.0
26,"['weighted', 'monoton', 'uniform', 'empty', 'random']",25888.0
27,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7384.0
28,"['weighted', 'monoton', 'uniform', 'empty', 'random']",20060.0
29,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27244.0
30,"['weighted', 'monoton', 'uniform', 'empty', 'random']",13924.0
31,"['weighted', 'monoton', 'uniform', 'empty', 'random']",19232.0
32,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32600.0
33,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16444.0
34,"['weighted', 'monoton', 'uniform', 'empty', 'random']",59564.0
35,"['weighted', 'monoton', 'uniform', 'empty', 'random']",24492.0
36,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36304.0
37,"['weighted', 'monoton', 'uniform', 'empty', 'random']",6100.0
38,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16140.0
39,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36488.0
40,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36424.0
41,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34792.0
42,"['weighted', 'monoton', 'uniform', 'empty', 'random']",24028.0
43,"['weighted', 'monoton', 'uniform', 'empty', 'random']",35236.0
44,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17500.0
45,"['weighted', 'monoton', 'uniform', 'empty', 'random']",21136.0
46,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16924.0
47,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32560.0
48,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18204.0
49,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17840.0
50,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16828.0
51,"['weighted', 'monoton', 'uniform', 'empty', 'random']",26844.0
52,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9020.0
53,"['weighted', 'monoton', 'uniform', 'empty', 'random']",28060.0
54,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16180.0
55,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16516.0
56,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16816.0
57,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7956.0
58,"['weighted', 'monoton', 'uniform', 'empty', 'random']",5072.0
59,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27548.0
60,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32156.0
61,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32684.0
62,"['weighted', 'monoton', 'uniform', 'empty', 'random']",76976.0
63,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18712.0
64,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16136.0
65,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12088.0
66,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9920.0
67,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17876.0
68,"['weighted', 'monoton', 'uniform', 'empty', 'random']",70988.0
69,"['weighted', 'monoton', 'uniform', 'empty', 'random']",13920.0
70,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27860.0
71,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9140.0
72,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17888.0
73,"['weighted', 'monoton', 'uniform', 'empty', 'random']",37072.0
74,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27888.0
75,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27432.0
76,"['weighted', 'monoton', 'uniform', 'empty', 'random']",37864.0
77,"['weighted', 'monoton', 'uniform', 'empty', 'random']",35580.0
78,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15772.0
79,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14424.0
80,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36880.0
81,"['weighted', 'monoton', 'uniform', 'empty', 'random']",31000.0
82,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12524.0
83,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27916.0
84,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7980.0
85,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36212.0
86,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12376.0
87,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14936.0
88,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27064.0
89,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17388.0
90,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34892.0
91,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34620.0
92,"['weighted', 'monoton', 'uniform', 'empty', 'random']",60508.0
93,"['weighted', 'monoton', 'uniform', 'empty', 'random']",28076.0
94,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9012.0
95,"['weighted', 'monoton', 'uniform', 'empty', 'random']",38600.0
96,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9080.0
97,"['weighted', 'monoton', 'uniform', 'empty', 'random']",60548.0
98,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36784.0
99,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14192.0
100,"['weighted', 'monoton', 'uniform', 'empty', 'random']",51076.0
101,"['weighted', 'monoton', 'uniform', 'empty', 'random']",29116.0
102,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36576.0
103,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17992.0
104,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36804.0
105,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27844.0
106,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32892.0
107,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27404.0
108,"['weighted', 'monoton', 'uniform', 'empty', 'random']",31356.0
109,"['weighted', 'monoton', 'uniform', 'empty', 'random']",7616.0
110,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36312.0
111,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15792.0
112,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15344.0
113,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16312.0
114,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15016.0
115,"['weighted', 'monoton', 'uniform', 'empty', 'random']",25512.0
116,"['weighted', 'monoton', 'uniform', 'empty', 'random']",25008.0
117,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27204.0
118,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14440.0
119,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34628.0
120,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12832.0
121,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12420.0
122,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17764.0
123,"['weighted', 'monoton', 'uniform', 'empty', 'random']",11612.0
124,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36872.0
125,"['weighted', 'monoton', 'uniform', 'empty', 'random']",12228.0
126,"['weighted', 'monoton', 'uniform', 'empty', 'random']",66780.0
127,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14192.0
128,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18148.0
129,"['weighted', 'monoton', 'uniform', 'empty', 'random']",20400.0
130,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17512.0
131,"['weighted', 'monoton', 'uniform', 'empty', 'random']",29056.0
132,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16156.0
133,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16504.0
134,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16116.0
135,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15664.0
136,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34560.0
137,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17388.0
138,"['weighted', 'monoton', 'uniform', 'empty', 'random']",22196.0
139,"['weighted', 'monoton', 'uniform', 'empty', 'random']",33800.0
140,"['weighted', 'monoton', 'uniform', 'empty', 'random']",13856.0
141,"['weighted', 'monoton', 'uniform', 'empty', 'random']",28872.0
142,"['weighted', 'monoton', 'uniform', 'empty', 'random']",28720.0
143,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14276.0
144,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14596.0
145,"['weighted', 'monoton', 'uniform', 'empty', 'random']",8860.0
146,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16064.0
147,"['weighted', 'monoton', 'uniform', 'empty', 'random']",13808.0
148,"['weighted', 'monoton', 'uniform', 'empty', 'random']",11128.0
149,"['weighted', 'monoton', 'uniform', 'empty', 'random']",25808.0
150,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16672.0
151,"['weighted', 'monoton', 'uniform', 'empty', 'random']",20364.0
152,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34776.0
153,"['weighted', 'monoton', 'uniform', 'empty', 'random']",19384.0
154,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14316.0
155,"['weighted', 'monoton', 'uniform', 'empty', 'random']",15876.0
156,"['weighted', 'monoton', 'uniform', 'empty', 'random']",17524.0
157,"['weighted', 'monoton', 'uniform', 'empty', 'random']",34668.0
158,"['weighted', 'monoton', 'uniform', 'empty', 'random']",28764.0
159,"['weighted', 'monoton', 'uniform', 'empty', 'random']",23508.0
160,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27184.0
161,"['weighted', 'monoton', 'uniform', 'empty', 'random']",32204.0
162,"['weighted', 'monoton', 'uniform', 'empty', 'random']",26996.0
163,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16276.0
164,"['weighted', 'monoton', 'uniform', 'empty', 'random']",48876.0
165,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16836.0
166,"['weighted', 'monoton', 'uniform', 'empty', 'random']",18056.0
167,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16520.0
168,"['weighted', 'monoton', 'uniform', 'empty', 'random']",52372.0
169,"['weighted', 'monoton', 'uniform', 'empty', 'random']",31064.0
170,"['weighted', 'monoton', 'uniform', 'empty', 'random']",25320.0
171,"['weighted', 'monoton', 'uniform', 'empty', 'random']",14544.0
172,"['weighted', 'monoton', 'uniform', 'empty', 'random']",37052.0
173,"['weighted', 'monoton', 'uniform', 'empty', 'random']",8724.0
174,"['weighted', 'monoton', 'uniform', 'empty', 'random']",22568.0
175,"['weighted', 'monoton', 'uniform', 'empty', 'random']",8184.0
176,"['weighted', 'monoton', 'uniform', 'empty', 'random']",35340.0
177,"['weighted', 'monoton', 'uniform', 'empty', 'random']",9428.0
178,"['weighted', 'monoton', 'uniform', 'empty', 'random']",35560.0
179,"['weighted', 'monoton', 'uniform', 'empty', 'random']",51864.0
180,"['weighted', 'monoton', 'uniform', 'empty', 'random']",60664.0
181,"['weighted', 'monoton', 'uniform', 'empty', 'random']",30760.0
182,"['weighted', 'monoton', 'uniform', 'empty', 'random']",30384.0
183,"['weighted', 'monoton', 'uniform', 'empty', 'random']",31920.0
184,"['weighted', 'monoton', 'uniform', 'empty', 'random']",16200.0
185,"['weighted', 'monoton', 'uniform', 'empty', 'random']",36020.0
186,"['weighted', 'monoton', 'uniform', 'empty', 'random']",27204.0
